6 	 0.740877 	 0.999999
6 	 0.214535 	 0.999999
6 	 0.338196 	 0.999999
6 	 0.323136 	 0.999999
6 	 0.9987 	 0.999999
6 	 0.289884 	 0.999999
6 	 0.0100728 	 0.999999
6 	 0.506844 	 0.999999
6 	 0.589736 	 0.999999
6 	 0.279413 	 0.999999
6 	 0.417421 	 0.999999
6 	 0.360984 	 0.999999
6 	 0.375214 	 0.999999
6 	 0.327703 	 0.999999
6 	 0.189283 	 0.999999
6 	 0.71116 	 0.999999
6 	 0.528994 	 0.999999
6 	 0.322889 	 0.999999
6 	 0.964032 	 0.999999
6 	 0.999419 	 0.999999
6 	 0.588122 	 0.999999
6 	 0.677265 	 0.999999
6 	 0.850956 	 0.999999
6 	 0.733925 	 0.999999
6 	 0.841798 	 0.999999
6 	 0.43401 	 0.999999
6 	 0.695858 	 0.999999
6 	 0.626065 	 0.999999
6 	 0.131733 	 0.999999
6 	 0.739679 	 0.999999
6 	 0.213965 	 0.999999
6 	 0.603111 	 0.999999
6 	 0.26959 	 0.999999
6 	 0.522605 	 0.999999
6 	 0.561636 	 0.999999
6 	 0.163468 	 0.999999
6 	 0.542885 	 0.999999
6 	 0.496404 	 0.999999
6 	 0.185093 	 0.999999
6 	 0.227231 	 0.999999
6 	 0.731457 	 0.999999
6 	 0.00701987 	 0.999999
6 	 0.244384 	 0.999999
6 	 0.595442 	 0.999999
6 	 0.821926 	 0.999999
6 	 0.418359 	 0.999999
6 	 0.701585 	 0.999999
6 	 0.875869 	 0.999999
6 	 0.145811 	 0.999999
6 	 0.608501 	 0.999999
6 	 0.374774 	 0.999999
6 	 0.660695 	 0.999999
6 	 0.0139588 	 0.999999
6 	 0.164061 	 0.999999
6 	 0.187455 	 0.999999
6 	 0.392315 	 0.999999
6 	 0.440243 	 0.999999
6 	 0.218775 	 0.999999
6 	 0.233961 	 0.999999
6 	 0.658092 	 0.999999
6 	 0.18317 	 0.999999
6 	 0.803375 	 0.999999
6 	 0.585147 	 0.999999
6 	 0.184732 	 0.999999
6 	 0.855911 	 0.999999
6 	 0.542785 	 0.999999
6 	 0.378635 	 0.999999
6 	 0.0198526 	 0.999999
6 	 0.111705 	 0.999999
6 	 0.55447 	 0.999999
6 	 0.280559 	 0.999999
6 	 0.894805 	 0.999999
6 	 0.0795642 	 0.999999
6 	 0.235108 	 0.999999
6 	 0.930631 	 0.999999
6 	 0.552098 	 0.999999
6 	 0.0594032 	 0.999999
6 	 0.0537759 	 0.999999
6 	 0.252159 	 0.999999
6 	 0.526616 	 0.999999
6 	 0.569334 	 0.999999
6 	 0.546445 	 0.999999
6 	 0.239274 	 0.999999
6 	 0.0166407 	 0.999999
6 	 0.831884 	 0.999999
6 	 0.992234 	 0.999999
6 	 0.943848 	 0.999999
6 	 0.73354 	 0.999999
6 	 0.679658 	 0.999999
6 	 0.0756693 	 0.999999
6 	 0.246667 	 0.999999
6 	 0.0335083 	 0.999999
6 	 0.221815 	 0.999999
6 	 0.54584 	 0.999999
6 	 0.686438 	 0.999999
6 	 0.907218 	 0.999999
6 	 0.836228 	 0.999999
6 	 0.0832832 	 0.999999
6 	 0.164486 	 0.999999
6 	 0.120664 	 0.999999
6 	 0.611852 	 0.999999
6 	 0.40447 	 0.999999
6 	 0.974049 	 0.999999
6 	 0.690236 	 0.999999
6 	 0.0636086 	 0.999999
6 	 0.963713 	 0.999999
6 	 0.00541007 	 0.999999
6 	 0.0555032 	 0.999999
6 	 0.157619 	 0.999999
6 	 0.360205 	 0.999999
6 	 0.539417 	 0.999999
6 	 0.542904 	 0.999999
6 	 0.626166 	 0.999999
6 	 0.896746 	 0.999999
6 	 0.103111 	 0.999999
6 	 0.642161 	 0.999999
6 	 0.505222 	 0.999999
6 	 0.354837 	 0.999999
6 	 0.966068 	 0.999999
6 	 0.034575 	 0.999999
6 	 0.407224 	 0.999999
6 	 0.402505 	 0.999999
6 	 0.00182363 	 0.999999
6 	 0.399288 	 0.999999
6 	 0.44018 	 0.999999
6 	 0.605973 	 0.999999
6 	 0.525493 	 0.999999
6 	 0.601236 	 0.999999
6 	 0.921865 	 0.999999
6 	 0.509699 	 0.999999
6 	 0.999836 	 0.999999
6 	 0.644911 	 0.999999
6 	 0.213282 	 0.999999
6 	 0.93213 	 0.999999
6 	 0.0339182 	 0.999999
6 	 0.613641 	 0.999999
6 	 0.535539 	 0.999999
6 	 0.513514 	 0.999999
6 	 0.190788 	 0.999999
6 	 0.948112 	 0.999999
6 	 0.543782 	 0.999999
6 	 0.679445 	 0.999999
6 	 0.785936 	 0.999999
6 	 0.734038 	 0.999999
6 	 0.543677 	 0.999999
6 	 0.847321 	 0.999999
6 	 0.062505 	 0.999999
6 	 0.941716 	 0.999999
6 	 0.461439 	 0.999999
6 	 0.716078 	 0.999999
6 	 0.0412451 	 0.999999
6 	 0.704597 	 0.999999
6 	 0.256736 	 0.999999
6 	 0.421536 	 0.999999
6 	 0.585176 	 0.999999
6 	 0.0458156 	 0.999999
6 	 0.21633 	 0.999999
6 	 0.80515 	 0.999999
6 	 0.1159 	 0.999999
6 	 0.906912 	 0.999999
6 	 0.130632 	 0.999999
6 	 0.89325 	 0.999999
6 	 0.248963 	 0.999999
6 	 0.738873 	 0.999999
6 	 0.458981 	 0.999999
6 	 0.293004 	 0.999999
6 	 0.860957 	 0.999999
6 	 0.259513 	 0.999999
